Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Fire Alarm
27.119,52.43,22,400,13020,19923,939.751,0.3,0.32,2.09,0.326,0.0069999999999999,0
27.119,52.9,30,400,13018,19916,939.743,0.31,0.32,2.13,0.331,0.0069999999999999,0
27.119,53.41,20,400,13025,19927,939.744,0.31,0.32,2.12,0.331,0.0069999999999999,0
27.119,53.83,13,400,13019,19927,939.751,0.3,0.32,2.09,0.326,0.0069999999999999,0
27.12,54.2,18,400,13024,19928,939.76,0.3,0.31,2.07,0.3229999999999999,0.0069999999999999,0
27.12,54.53,14,400,13023,19933,939.757,0.3,0.31,2.04,0.318,0.0069999999999999,0
27.12,54.83,18,400,13023,19931,939.75,0.29,0.31,2.02,0.315,0.0069999999999999,0
27.121,55.1,14,400,13023,19929,939.752,0.29,0.3,1.99,0.31,0.0069999999999999,0
27.121,55.32,15,400,13019,19926,939.756,0.27,0.28,1.88,0.293,0.0069999999999999,0
27.123,57.1,14,400,13028,19931,939.76,0.28,0.29,1.92,0.299,0.0069999999999999,0
27.123,57.16,11,400,13027,19933,939.766,0.29,0.3,1.97,0.307,0.0069999999999999,0
27.123,57.23,17,400,13024,19933,939.766,0.29,0.3,1.99,0.311,0.0069999999999999,0
27.123,57.27,11,400,13031,19925,939.764,0.29,0.3,1.97,0.308,0.0069999999999999,0
27.123,57.48,0,400,13050,19962,939.759,0.29,0.3,1.99,0.31,0.0069999999999999,0
27.123,57.13,0,400,13049,19957,939.751,0.29,0.3,2.01,0.314,0.0069999999999999,0
27.123,56.47,0,400,13054,19962,939.754,0.3,0.31,2.08,0.325,0.0069999999999999,0
27.123,55.7,0,400,13064,19968,939.737,0.3,0.31,2.08,0.324,0.0069999999999999,0
27.123,54.99,0,400,13045,19961,939.741,0.29,0.3,2.01,0.314,0.0069999999999999,0
27.123,54.39,0,400,13043,19955,939.741,0.28,0.3,1.96,0.306,0.0069999999999999,0
27.123,53.84,0,400,13045,19956,939.749,0.27,0.28,1.88,0.293,0.0069999999999999,0
27.123,52.92,0,400,13048,19952,939.752,0.29,0.3,1.98,0.309,0.0069999999999999,0
27.123,52.48,0,400,13054,19956,939.753,0.29,0.31,2.02,0.315,0.0069999999999999,0
27.123,52.21,10,400,13041,19949,939.75,0.32,0.33,2.17,0.3379999999999999,0.008,0
27.123,51.92,0,400,13047,19950,939.75,0.33,0.34,2.27,0.354,0.008,0
27.123,51.48,1,400,13045,19954,939.767,0.36,0.37,2.46,0.384,0.009,0
27.123,51.31,8,400,13038,19941,939.767,0.36,0.37,2.46,0.384,0.009,0
27.123,51.1,13,400,13036,19940,939.776,0.37,0.39,2.57,0.401,0.009,0
27.123,50.96,0,400,13041,19943,939.783,0.37,0.39,2.57,0.401,0.009,0
27.123,50.78,7,400,13047,19953,939.784,0.37,0.39,2.56,0.3989999999999999,0.009,0
27.122,50.63,6,400,13046,19949,939.767,0.37,0.38,2.54,0.395,0.009,0
27.122,50.52,11,400,13043,19937,939.775,0.37,0.39,2.58,0.402,0.009,0
27.122,50.39,13,400,13040,19934,939.779,0.37,0.39,2.58,0.402,0.009,0
27.122,50.3,5,400,13038,19942,939.774,0.36,0.38,2.51,0.391,0.009,0
27.122,50.14,10,400,13044,19944,939.785,0.38,0.39,2.61,0.406,0.009,0
27.122,50.08,5,400,13050,19948,939.776,0.38,0.4,2.62,0.408,0.009,0
27.121,49.91,8,400,13043,19949,939.771,0.36,0.37,2.46,0.384,0.009,0
27.121,49.87,1,400,13046,19948,939.771,0.35,0.37,2.43,0.379,0.009,0
27.121,49.84,13,400,13044,19950,939.771,0.36,0.37,2.47,0.385,0.009,0
27.121,49.75,9,400,13046,19945,939.776,0.37,0.38,2.52,0.392,0.009,0
27.12,49.59,33,400,13023,19925,939.767,0.37,0.38,2.53,0.395,0.009,0
27.12,50.47,35,400,13023,19914,939.769,0.39,0.4,2.67,0.417,0.009,0
27.12,51.15,28,400,13023,19920,939.775,0.41,0.42,2.8,0.437,0.01,0
27.12,51.76,25,400,13026,19927,939.772,0.41,0.42,2.81,0.4379999999999999,0.01,0
27.119,52.79,22,400,13029,19925,939.782,0.4,0.42,2.78,0.433,0.01,0
27.119,53.28,24,400,13034,19931,939.785,0.4,0.42,2.78,0.434,0.01,0
27.119,53.68,22,400,13027,19926,939.783,0.39,0.41,2.71,0.422,0.01,0
27.118,54.06,15,400,13034,19925,939.793,0.38,0.4,2.64,0.412,0.009,0
27.118,54.43,25,400,13036,19934,939.789,0.36,0.37,2.47,0.385,0.009,0
27.118,54.72,22,400,13031,19922,939.795,0.34,0.36,2.37,0.37,0.008,0
27.117,55.18,22,400,13031,19928,939.79,0.32,0.33,2.18,0.34,0.008,0
27.117,55.4,19,400,13035,19925,939.793,0.31,0.32,2.15,0.335,0.008,0
27.116,55.62,22,400,13031,19930,939.799,0.31,0.32,2.13,0.332,0.008,0
27.116,55.79,15,400,13036,19933,939.797,0.3,0.31,2.04,0.319,0.0069999999999999,0
27.116,56.0,16,400,13036,19931,939.808,0.3,0.31,2.03,0.317,0.0069999999999999,0
27.115,56.07,17,400,13040,19932,939.803,0.3,0.31,2.06,0.321,0.0069999999999999,0
27.115,56.23,26,400,13033,19923,939.813,0.31,0.32,2.12,0.331,0.0069999999999999,0
27.114,56.35,22,400,13033,19930,939.806,0.31,0.32,2.12,0.33,0.0069999999999999,0
27.114,56.48,8,400,13046,19942,939.805,0.32,0.34,2.23,0.348,0.008,0
27.113000000000003,56.69,14,400,13034,19936,939.818,0.32,0.33,2.19,0.342,0.008,0
27.113000000000003,56.75,24,400,13036,19928,939.807,0.31,0.32,2.14,0.3339999999999999,0.008,0
27.112,56.82,7,400,13045,19942,939.798,0.29,0.3,2.01,0.314,0.0069999999999999,0
27.112,56.9,12,400,13042,19941,939.799,0.28,0.29,1.93,0.302,0.0069999999999999,0
27.093000000000004,49.79,9,400,13048,19947,939.737,0.28,0.29,1.94,0.302,0.0069999999999999,0
27.092,49.71,16,400,13052,19944,939.729,0.29,0.3,1.99,0.31,0.0069999999999999,0
27.091,49.59,16,400,13052,19940,939.736,0.33,0.34,2.24,0.35,0.008,0
27.091,49.54,11,400,13053,19938,939.745,0.33,0.35,2.3,0.359,0.008,0
27.09,49.66,46,400,13029,19915,939.758,0.33,0.35,2.3,0.358,0.008,0
27.089,50.85,28,400,13037,19925,939.745,0.32,0.33,2.22,0.346,0.008,0
27.088,52.02,28,400,13041,19929,939.744,0.3,0.31,2.05,0.319,0.0069999999999999,0
27.087,52.5,29,400,13038,19937,939.729,0.29,0.31,2.02,0.315,0.0069999999999999,0
27.086,52.99,25,400,13041,19934,939.735,0.31,0.32,2.11,0.33,0.0069999999999999,0
27.085,53.43,22,400,13036,19930,939.75,0.31,0.32,2.12,0.33,0.0069999999999999,0
27.084,53.83,28,400,13041,19941,939.759,0.31,0.32,2.11,0.3289999999999999,0.0069999999999999,0
27.083,54.15,19,400,13039,19926,939.756,0.31,0.32,2.1,0.3279999999999999,0.0069999999999999,0
27.082,54.44,25,400,13046,19931,939.764,0.34,0.35,2.32,0.361,0.008,0
27.082,54.72,35,400,13050,19939,939.757,0.35,0.36,2.41,0.375,0.008,0
27.081,54.97,26,400,13042,19926,939.757,0.37,0.38,2.52,0.3929999999999999,0.009,0
27.08,55.16,24,400,13043,19938,939.764,0.37,0.38,2.55,0.397,0.009,0
27.079,55.34,28,400,13051,19940,939.758,0.38,0.39,2.61,0.407,0.009,0
27.078000000000003,55.56,30,400,13045,19937,939.748,0.38,0.39,2.6,0.405,0.009,0
27.077,55.7,20,400,13045,19936,939.755,0.38,0.4,2.64,0.412,0.009,0
27.075,55.88,15,400,13052,19937,939.753,0.38,0.4,2.65,0.412,0.009,0
27.074,56.03,27,400,13048,19934,939.748,0.38,0.4,2.62,0.409,0.009,0
27.073,56.21,11,400,13048,19936,939.755,0.35,0.37,2.43,0.38,0.009,0
27.072,56.33,16,400,13047,19934,939.741,0.33,0.34,2.26,0.352,0.008,0
27.071,56.47,17,400,13055,19942,939.73,0.3,0.31,2.06,0.321,0.0069999999999999,0
27.07,56.56,21,400,13050,19939,939.739,0.33,0.35,2.3,0.359,0.008,0
27.069000000000003,56.66,20,400,13052,19937,939.744,0.36,0.37,2.47,0.385,0.009,0
27.068,56.74,17,400,13054,19955,939.752,0.38,0.39,2.59,0.4039999999999999,0.009,0
27.067,56.79,19,400,13048,19944,939.752,0.38,0.39,2.6,0.405,0.009,0
27.066,56.86,19,400,13047,19938,939.757,0.37,0.38,2.53,0.3939999999999999,0.009,0
27.065,56.74,0,400,13074,19976,939.759,0.35,0.36,2.4,0.375,0.008,0
27.063,56.05,0,400,13067,19961,939.759,0.34,0.35,2.34,0.365,0.008,0
27.062,55.29,0,400,13065,19966,939.75,0.33,0.34,2.24,0.35,0.008,0
27.061,54.62,0,400,13074,19971,939.747,0.32,0.33,2.2,0.3429999999999999,0.008,0
27.06,53.95,0,400,13065,19962,939.757,0.34,0.35,2.34,0.365,0.008,0
27.059,53.39,0,400,13064,19959,939.754,0.34,0.36,2.36,0.369,0.008,0
27.058000000000003,52.91,0,400,13065,19964,939.755,0.35,0.36,2.41,0.375,0.008,0
27.056,52.15,1,400,13070,19969,939.754,0.35,0.36,2.42,0.377,0.009,0
27.055,51.81,12,400,13068,19957,939.742,0.37,0.39,2.55,0.3979999999999999,0.009,0
27.054,51.54,7,400,13060,19953,939.746,0.37,0.39,2.57,0.4,0.009,0
27.053,51.32,8,400,13060,19959,939.745,0.37,0.38,2.51,0.392,0.009,0
27.051,50.87,13,400,13061,19947,939.746,0.36,0.37,2.48,0.387,0.009,0
27.05,50.69,14,400,13064,19955,939.752,0.38,0.39,2.6,0.406,0.009,0
27.049,50.48,14,400,13060,19948,939.769,0.38,0.4,2.63,0.411,0.009,0
27.047,50.36,18,400,13060,19947,939.764,0.41,0.42,2.79,0.435,0.01,0
27.046,50.23,17,400,13061,19950,939.771,0.41,0.42,2.8,0.437,0.01,0
27.045,50.08,8,400,13060,19957,939.775,0.41,0.43,2.84,0.4429999999999999,0.01,0
27.044,49.99,12,400,13063,19948,939.792,0.41,0.42,2.81,0.4379999999999999,0.01,0
27.042,49.89,0,400,13059,19952,939.783,0.43,0.45,2.97,0.4629999999999999,0.01,0
27.041,49.8,19,400,13059,19951,939.777,0.43,0.45,2.98,0.465,0.011,0
27.04,49.68,18,400,13059,19947,939.776,0.42,0.44,2.92,0.455,0.01,0
27.038,49.64,12,400,13064,19959,939.777,0.41,0.43,2.85,0.445,0.01,0
27.037,49.56,16,400,13063,19951,939.779,0.39,0.4,2.68,0.418,0.009,0
27.035,49.46,11,400,13065,19956,939.779,0.38,0.4,2.63,0.409,0.009,0
27.034,49.43,17,400,13056,19945,939.793,0.38,0.4,2.63,0.41,0.009,0
27.033,49.36,11,400,13057,19947,939.79,0.39,0.4,2.66,0.415,0.009,0
27.031,49.3,22,400,13056,19941,939.783,0.4,0.41,2.73,0.425,0.01,0
27.03,49.16,42,400,13046,19934,939.785,0.39,0.41,2.71,0.423,0.01,0
27.028,49.49,42,400,13044,19921,939.781,0.4,0.42,2.75,0.43,0.01,0
27.027,50.16,38,400,13044,19929,939.784,0.4,0.42,2.75,0.429,0.01,0
27.025,50.81,43,400,13045,19924,939.779,0.4,0.41,2.72,0.425,0.01,0
27.024,51.44,41,400,13041,19926,939.787,0.38,0.39,2.61,0.407,0.009,0
27.022,51.99,38,400,13036,19920,939.794,0.37,0.38,2.53,0.3939999999999999,0.009,0
27.021,52.92,33,400,13048,19936,939.8,0.37,0.38,2.53,0.395,0.009,0
27.019,53.34,32,400,13048,19930,939.792,0.36,0.37,2.48,0.387,0.009,0
27.018,53.97,35,400,13048,19926,939.797,0.36,0.37,2.45,0.382,0.009,0
27.016,54.25,30,400,13047,19937,939.808,0.37,0.38,2.52,0.3939999999999999,0.009,0
27.015,54.53,20,400,13049,19945,939.804,0.37,0.38,2.51,0.392,0.009,0
27.013,55.08,20,400,13057,19934,939.806,0.35,0.36,2.41,0.376,0.008,0
27.012,55.29,29,400,13057,19941,939.797,0.33,0.34,2.28,0.355,0.008,0
27.01,55.58,25,400,13062,19944,939.78,0.29,0.3,2.02,0.314,0.0069999999999999,0
27.009,55.68,32,400,13046,19932,939.782,0.28,0.29,1.92,0.3,0.0069999999999999,0
27.005,55.92,29,400,13055,19932,939.772,0.27,0.28,1.86,0.29,0.0069999999999999,0
27.004,56.03,32,400,13057,19938,939.768,0.29,0.3,2.01,0.313,0.0069999999999999,0
27.002,56.11,12,400,13061,19950,939.779,0.31,0.32,2.11,0.3279999999999999,0.0069999999999999,0
27.0,56.19,26,400,13055,19942,939.777,0.33,0.34,2.28,0.356,0.008,0
26.999,56.35,17,400,13055,19939,939.779,0.34,0.36,2.37,0.369,0.008,0
26.997,56.4,32,400,13057,19938,939.783,0.35,0.36,2.38,0.371,0.008,0
26.995,56.43,21,400,13056,19938,939.787,0.35,0.36,2.4,0.374,0.008,0
26.994,56.5,22,400,13056,19940,939.788,0.37,0.38,2.52,0.392,0.009,0
26.992,56.71,0,400,13078,19963,939.779,0.38,0.39,2.59,0.4039999999999999,0.009,0
26.99,56.34,0,400,13080,19967,939.778,0.41,0.43,2.82,0.44,0.01,0
26.989,54.97,0,400,13076,19962,939.782,0.44,0.45,3.0,0.4679999999999999,0.011,0
26.987,54.26,1,400,13078,19975,939.765,0.45,0.47,3.11,0.485,0.011,0
26.985,53.66,10,400,13068,19955,939.768,0.47,0.49,3.23,0.503,0.011,0
26.983,53.07,10,400,13069,19963,939.775,0.52,0.54,3.58,0.5589999999999999,0.013,0
26.982,52.57,13,400,13072,19958,939.77,0.54,0.56,3.71,0.579,0.013,0
26.98,52.17,14,400,13070,19953,939.77,0.55,0.57,3.8,0.5920000000000001,0.013,0
26.978,51.78,9,400,13072,19964,939.773,0.55,0.57,3.77,0.588,0.013,0
26.976,51.45,10,400,13069,19952,939.765,0.53,0.55,3.63,0.5660000000000001,0.013,0
26.975,51.2,12,400,13069,19960,939.769,0.52,0.54,3.58,0.5579999999999999,0.013,0
26.973000000000003,50.92,10,400,13071,19956,939.764,0.51,0.53,3.49,0.545,0.012,0
26.971,50.69,17,400,13070,19943,939.753,0.5,0.51,3.41,0.532,0.012,0
26.969,50.5,18,400,13062,19943,939.744,0.49,0.51,3.38,0.527,0.012,0
26.967,50.28,11,400,13069,19956,939.746,0.48,0.5,3.32,0.518,0.012,0
26.965,50.1,13,400,13070,19960,939.746,0.46,0.47,3.14,0.489,0.011,0
26.964,49.95,4,400,13065,19950,939.752,0.44,0.46,3.03,0.472,0.011,0
26.962,49.83,18,400,13061,19945,939.737,0.4,0.42,2.78,0.433,0.01,0
26.96,49.74,20,400,13068,19946,939.736,0.38,0.4,2.65,0.413,0.009,0
26.958,49.65,19,400,13061,19952,939.74,0.36,0.37,2.48,0.386,0.009,0
26.956,49.55,3,400,13074,19962,939.749,0.36,0.37,2.48,0.387,0.009,0
26.954,49.36,11,400,13070,19955,939.752,0.36,0.38,2.5,0.39,0.009,0
26.952,49.3,17,400,13065,19948,939.763,0.39,0.4,2.65,0.414,0.009,0
26.95,49.22,5,400,13074,19960,939.757,0.42,0.43,2.86,0.446,0.01,0
26.948,49.13,0,400,13075,19957,939.753,0.42,0.44,2.91,0.4539999999999999,0.01,0
26.946,49.09,1,400,13071,19963,939.755,0.44,0.45,3.0,0.4679999999999999,0.011,0
26.944000000000003,49.06,7,400,13067,19948,939.747,0.43,0.45,2.99,0.467,0.011,0
26.942,48.98,4,400,13077,19955,939.745,0.42,0.44,2.89,1.905,0.01,0
26.94,48.84,37,400,13051,19931,939.749,0.42,0.43,2.87,0.447,0.01,0
26.938,49.18,32,400,13050,19931,939.75,0.41,0.43,2.84,0.4429999999999999,0.01,0
26.936,49.82,26,400,13049,19930,939.745,0.41,0.42,2.79,0.435,0.01,0
26.934,50.52,43,400,13046,19922,939.755,0.38,0.4,2.64,0.411,0.009,0
26.932,51.11,36,400,13052,19927,939.756,0.38,0.39,2.59,0.4039999999999999,0.009,0
26.93,51.74,30,400,13055,19932,939.753,0.37,0.39,2.56,0.3989999999999999,0.009,0
26.928,52.23,32,400,13048,19919,939.737,0.38,0.39,2.61,0.407,0.009,0
26.926,52.67,30,400,13052,19925,939.743,0.39,0.41,2.7,0.42,0.009,0
26.924,53.05,31,400,13053,19932,939.742,0.39,0.41,2.69,0.419,0.009,0
26.922,53.43,27,400,13056,19937,939.728,0.39,0.4,2.66,0.414,0.009,0
26.92,53.77,22,400,13059,19941,939.735,0.38,0.4,2.63,0.41,0.009,0
26.918000000000003,54.0,24,400,13061,19940,939.744,0.38,0.4,2.63,0.41,0.009,0
26.916,54.28,30,400,13060,19942,939.741,0.37,0.39,2.56,0.3989999999999999,0.009,0
26.914,54.48,31,400,13058,19932,939.739,0.37,0.38,2.55,0.397,0.009,0
26.911,54.7,33,400,13056,19937,939.743,0.36,0.37,2.46,0.3829999999999999,0.009,0
26.909,54.88,25,400,13056,19940,939.737,0.35,0.36,2.39,0.373,0.008,0
26.907,55.03,27,400,13055,19927,939.734,0.34,0.36,2.37,0.369,0.008,0
26.905,55.14,31,400,13057,19947,939.739,0.34,0.35,2.35,0.366,0.008,0
26.903,55.29,29,400,13062,19935,939.742,0.35,0.36,2.4,0.374,0.008,0
26.901,55.68,20,400,13059,19940,939.739,0.35,0.37,2.44,0.38,0.009,0
26.898000000000003,55.93,24,400,13062,19947,939.754,0.34,0.35,2.35,0.367,0.008,0
26.896,56.01,15,400,13064,19948,939.741,0.36,0.37,2.48,0.386,0.009,0
26.894,56.08,31,400,13060,19936,939.744,0.37,0.39,2.56,0.3989999999999999,0.009,0
26.892,56.13,22,400,13071,19941,939.74,0.41,0.43,2.85,0.444,0.01,0
26.89,56.17,28,400,13061,19935,939.738,0.44,0.46,3.03,0.473,0.011,0
26.887,56.36,0,400,13084,19966,939.74,0.49,0.51,3.37,0.525,0.012,0
26.885,55.94,0,400,13095,19981,939.723,0.5,0.52,3.46,0.54,0.012,0
26.883000000000003,55.26,0,400,13085,19973,939.729,0.52,0.54,3.59,0.56,0.013,0
26.88,54.51,0,400,13093,19970,939.726,0.52,0.54,3.59,0.56,0.013,0
26.878,53.82,0,400,13080,19967,939.729,0.52,0.54,3.6,0.562,0.013,0
26.876,53.23,0,400,13085,19971,939.729,0.53,0.55,3.62,0.565,0.013,0
26.874,52.65,0,400,13075,19959,939.735,0.54,0.56,3.72,0.581,0.013,0
26.871,52.19,7,400,13081,19964,939.721,0.56,0.58,3.87,0.604,0.0139999999999999,0
26.869,51.78,14,400,13083,19958,939.714,0.57,0.59,3.91,0.61,0.0139999999999999,0
26.867,51.48,18,400,13075,19953,939.715,0.57,0.59,3.92,0.611,0.0139999999999999,0
26.864,51.18,14,400,13076,19958,939.718,0.56,0.59,3.89,0.606,0.0139999999999999,0
26.862,50.87,13,400,13084,19961,939.717,0.56,0.58,3.82,0.596,0.013,0
26.859,47.45,11,400,13073,19950,939.729,0.54,0.57,3.74,0.584,0.013,0
26.857,50.39,7,400,13081,19957,939.73,0.52,0.54,3.58,0.5579999999999999,0.013,0
26.855,50.16,12,400,13075,19958,939.733,0.51,0.53,3.54,0.552,0.012,0
26.852,50.0,6,400,13074,19950,939.718,0.5,0.52,3.43,0.535,0.012,0
26.85,49.86,1,400,13081,19965,939.714,0.49,0.51,3.37,0.525,0.012,0
26.847,49.74,15,400,13081,19954,939.716,0.48,0.5,3.28,0.511,0.012,0
26.845,49.6,3,400,13080,19962,939.712,0.47,0.49,3.25,0.506,0.011,0
26.843000000000004,49.46,16,400,13079,19952,939.712,0.45,0.47,3.11,0.484,0.011,0
26.84,49.39,11,400,13074,19963,939.705,0.44,0.46,3.06,0.477,0.011,0
26.838,49.29,22,400,13075,19946,939.709,0.43,0.45,2.96,0.462,0.01,0
26.835,49.22,16,400,13078,19956,939.702,0.42,0.44,2.9,0.4529999999999999,0.01,0
26.833,49.08,14,400,13078,19957,939.709,0.42,0.44,2.91,0.4539999999999999,0.01,0
26.83,48.99,11,400,13078,19958,939.71,0.43,0.45,2.95,0.46,0.01,0
26.828000000000003,48.92,15,400,13076,19958,939.715,0.43,0.45,2.98,0.465,0.01,0
26.825,48.85,24,400,13075,19950,939.718,0.43,0.45,2.97,0.4629999999999999,0.01,0
26.823,48.81,24,400,13074,19948,939.736,0.43,0.45,2.98,0.4639999999999999,0.01,0
26.82,48.74,16,400,13072,19958,939.736,0.43,0.45,2.98,0.465,0.01,0
26.817,48.61,36,400,13054,19928,939.74,0.44,0.46,3.05,0.475,0.011,0
26.815,48.94,38,400,13055,19927,939.733,0.44,0.46,3.05,0.475,0.011,0
26.812,49.63,35,400,13057,19923,939.726,0.45,0.47,3.11,0.485,0.011,0
26.81,50.29,42,400,13061,19930,939.718,0.47,0.49,3.21,0.501,0.011,0
26.807,50.96,38,400,13059,19933,939.73,0.5,0.52,3.47,0.541,0.012,0
26.805,51.51,38,400,13061,19933,939.727,0.52,0.54,3.55,0.5539999999999999,0.013,0
26.802,52.03,33,400,13064,19943,939.722,0.53,0.55,3.68,0.573,0.013,0
26.799,52.46,20,400,13061,19943,939.723,0.54,0.56,3.72,0.58,0.013,0
26.797,52.88,22,400,13068,19947,939.714,0.54,0.56,3.71,0.579,0.013,0
26.794,53.22,33,400,13070,19942,939.713,0.52,0.54,3.6,0.562,0.013,0
26.791,53.53,24,400,13068,19954,939.71,0.52,0.54,3.56,0.556,0.013,0
26.789,53.98,26,400,13066,19940,939.71,0.5,0.52,3.44,0.536,0.012,0
26.786,54.21,30,400,13058,19936,939.703,0.5,0.52,3.41,0.532,0.012,0
26.783,54.4,29,400,13071,19941,939.707,0.49,0.51,3.35,0.523,0.012,0
26.781,54.58,16,400,13069,19941,939.696,0.46,0.48,3.17,0.495,0.011,0
26.778,54.74,23,400,13068,19946,939.698,0.44,0.46,3.06,0.477,0.011,0
26.775,54.9,16,400,13072,19947,939.703,0.42,0.43,2.86,0.446,0.01,0
26.773000000000003,55.0,27,400,13071,19945,939.708,0.4,0.42,2.77,0.432,0.01,0
26.77,55.14,22,400,13065,19944,939.71,0.39,0.41,2.71,0.422,0.01,0
26.767,55.23,29,400,13069,19944,939.707,0.39,0.41,2.72,0.424,0.01,0
26.764,55.32,14,400,13073,19957,939.706,0.39,0.4,2.66,0.414,0.009,0
26.762,55.43,16,400,13070,19947,939.721,0.38,0.4,2.65,0.413,0.009,0
26.759,55.52,20,400,13070,19952,939.721,0.38,0.39,2.61,0.407,0.009,0
26.756,55.65,20,400,13069,19945,939.714,0.37,0.38,2.55,0.3979999999999999,0.009,0
26.753,55.74,12,400,13070,19952,939.709,0.39,0.4,2.68,0.418,0.009,0
26.75,55.82,22,400,13069,19945,939.711,0.39,0.41,2.69,0.419,0.009,0
26.748,55.96,19,400,13078,19957,939.71,0.39,0.41,2.69,0.419,0.009,0
26.745,56.16,0,400,13098,19975,939.714,0.4,0.41,2.74,0.427,0.01,0
26.742,55.76,0,400,13107,19984,939.719,0.41,0.43,2.83,0.441,0.01,0
26.739,55.07,0,400,13105,19989,939.717,0.41,0.43,2.82,0.44,0.01,0
26.736,54.37,0,400,13106,19992,939.712,0.4,0.42,2.78,0.433,0.01,0
26.733,53.69,0,400,13101,19975,939.712,0.4,0.41,2.75,0.429,0.01,0
26.73,53.08,0,400,13097,19977,939.722,0.38,0.4,2.62,0.409,0.009,0
26.728,52.56,0,400,13095,19974,939.72,0.41,0.42,2.8,0.436,0.01,0
26.725,52.09,0,400,13101,19983,939.727,0.43,0.44,2.94,0.4579999999999999,0.01,0
26.722,51.71,0,400,13103,19984,939.728,0.43,0.44,2.94,0.4589999999999999,0.01,0
26.719,51.39,0,400,13097,19988,939.732,0.42,0.43,2.87,0.447,0.01,0
26.716,51.06,0,400,13093,19981,939.723,0.45,0.47,3.09,0.482,0.011,0
26.713,50.8,4,400,13095,19974,939.724,0.47,0.49,3.26,0.508,0.011,0
26.71,50.57,0,400,13098,19984,939.718,0.48,0.5,3.32,0.517,0.012,0
26.707,50.36,0,400,13093,19984,939.713,0.49,0.51,3.36,0.524,0.012,0
26.704,50.2,0,400,13103,19981,939.717,0.49,0.51,3.35,0.523,0.012,0
26.701,50.04,5,400,13097,19983,939.719,0.48,0.5,3.3,0.514,0.012,0
26.698,49.91,1,400,13104,19984,939.717,0.47,0.49,3.25,0.507,0.011,0
26.695,49.77,0,400,13105,19988,939.719,0.46,0.48,3.19,0.497,0.011,0
26.692,49.67,1,400,13098,19980,939.726,0.45,0.47,3.12,0.486,0.011,0
26.689,49.58,0,400,13103,19983,939.712,0.46,0.48,3.15,0.492,0.011,0
26.686,49.51,0,400,13102,19984,939.704,0.47,0.49,3.21,0.501,0.011,0
26.683000000000003,49.41,0,400,13100,19983,939.706,0.47,0.49,3.23,0.504,0.011,0
26.68,49.35,0,400,13098,19986,939.708,0.47,0.49,3.22,0.502,0.011,0
26.677,47.45,2,400,13101,19982,939.717,0.48,0.5,3.29,0.513,0.012,0
26.674,49.24,0,400,13107,19997,939.721,0.49,0.51,3.4,0.53,0.012,0
26.671,49.2,0,400,13100,19992,939.718,0.49,0.51,3.39,0.528,0.012,0
26.668000000000003,49.13,0,400,13100,19992,939.715,0.48,0.5,3.33,0.519,0.012,0
26.665,49.07,0,400,13102,19993,939.727,0.48,0.5,3.28,0.512,0.012,0
26.662,49.04,0,400,13099,19996,939.73,0.47,1.86,3.26,0.509,0.011,0
26.658,48.96,0,400,13099,19992,939.72,0.48,0.5,3.28,0.512,0.012,0
26.655,48.8,15,400,13082,19972,939.711,0.49,0.51,3.37,0.525,0.012,0
26.652,49.19,21,400,13073,19965,939.706,0.5,0.52,3.42,0.5329999999999999,0.012,0
26.649,49.86,29,400,13074,19958,939.706,0.5,0.52,3.45,0.539,0.012,0
26.646,51.17,20,400,13079,19969,939.724,0.51,0.53,3.51,0.547,0.012,0
26.643,51.71,13,400,13086,19975,939.724,0.51,0.53,3.53,0.551,0.012,0
26.64,52.22,11,400,13092,19979,939.723,0.51,0.53,3.52,0.5479999999999999,0.012,0
26.636,52.68,13,400,13086,19972,939.717,0.51,0.53,3.49,0.544,0.012,0
26.633000000000003,53.06,12,400,13093,19981,939.716,0.5,0.52,3.43,0.534,0.012,0
26.63,53.43,10,400,13089,19980,939.709,0.51,0.53,3.48,0.5429999999999999,0.012,0
26.627,53.75,3,400,13100,19985,939.712,0.51,0.53,3.52,0.55,0.012,0
26.623,54.08,1,400,13094,19992,939.734,0.51,0.53,3.48,0.5429999999999999,0.012,0
26.62,54.33,0,400,13102,19991,939.728,0.51,0.53,3.52,0.5489999999999999,0.012,0
26.617,54.56,0,400,13100,19997,939.726,0.53,0.55,3.62,0.564,0.013,0
26.614,54.8,0,400,13093,19987,939.725,0.53,0.55,3.63,0.565,0.013,0
26.61,55.0,0,400,13095,19992,939.718,0.55,0.58,3.82,0.596,0.013,0
26.607,55.16,0,400,13100,19998,939.717,0.58,0.6,3.98,0.621,0.0139999999999999,0
26.604,55.33,0,400,13103,20000,939.71,0.61,0.64,4.21,0.657,0.015,0
26.601,55.45,7,400,13096,19990,939.711,0.63,0.65,4.33,0.675,0.015,0
26.597,55.62,10,400,13096,19990,939.713,0.65,0.68,4.47,0.698,0.016,0
26.594,55.73,0,400,13102,19999,939.717,0.65,0.67,4.46,0.696,0.016,0
26.591,55.88,0,400,13096,19999,939.704,0.63,0.66,4.37,0.6809999999999999,0.015,0
26.587,55.95,0,400,13100,19994,939.701,0.63,0.66,4.35,0.6779999999999999,0.015,0
26.584,56.06,1,400,13099,19993,939.706,0.62,0.65,4.28,0.6679999999999999,0.015,0
